$p$,$r$,$N$,data,error
0.0,0.59,132,44.0,0.0
0.0,0.59,168,56.0,0.0
0.0,0.59,192,64.0,0.0
0.0,0.59,204,68.0,0.0
0.0,0.59,228,76.0,0.0
0.0,0.59,252,84.0,0.0
0.0,0.59,288,96.0,0.0
0.0,0.59,300,100.0,0.0
0.0,0.59,336,112.0,0.0
0.0,0.59,372,124.0,0.0
0.0,0.59,408,136.0,0.0
0.0,0.59,492,164.0,0.0
0.0,0.59,600,200.0,0.0
0.0,0.6,60,19.997775,0.0005325371321135349
0.0,0.6,72,23.99917752616962,0.0002660595156639752
0.0,0.6,84,27.99991694007226,0.00019773457550214488
0.0,0.6,108,36.0,0.0
0.0,0.6,132,44.0,0.0
0.0,0.6,168,56.0,0.0
0.0,0.6,192,64.0,0.0
0.0,0.6,204,68.0,0.0
0.0,0.6,228,76.0,0.0
0.0,0.6,252,84.0,0.0
0.0,0.6,288,96.0,0.0
0.0,0.6,300,100.0,0.0
0.0,0.6,336,112.0,0.0
0.0,0.6,372,124.0,0.0
0.0,0.6,408,136.0,0.0
0.0,0.6,492,164.0,0.0
0.0,0.6,600,200.0,0.0
0.0,0.61,60,19.9981625,0.0005100560019130338
0.0,0.61,72,23.999412518692587,0.00023273065991233195
0.0,0.61,84,27.999598543682602,0.0001981593653390783
0.0,0.61,108,36.0,0.0
0.0,0.61,132,44.0,0.0
0.0,0.61,168,56.0,0.0
0.0,0.61,192,64.0,0.0
0.0,0.61,204,68.0,0.0
0.0,0.61,228,76.0,0.0
0.0,0.61,252,84.0,0.0
0.0,0.61,288,96.0,0.0
0.0,0.61,300,100.0,0.0
0.0,0.61,336,112.0,0.0
0.0,0.61,372,124.0,0.0
0.0,0.61,408,136.0,0.0
0.0,0.61,492,164.0,0.0
0.0,0.61,600,200.0,0.0
0.0,0.62,60,19.9978875,0.0004779987789296819
0.0,0.62,72,23.9996154667806,0.0002685131314553157
0.0,0.62,84,27.999792350180655,0.00016783456879116088
0.0,0.62,108,36.0,0.0
0.0,0.62,132,44.0,0.0
0.0,0.62,168,56.0,0.0
0.0,0.62,192,64.0,0.0
0.0,0.62,204,68.0,0.0
0.0,0.62,228,76.0,0.0
0.0,0.62,252,84.0,0.0
0.0,0.62,288,96.0,0.0
0.0,0.62,300,100.0,0.0
0.0,0.62,336,112.0,0.0
0.0,0.62,372,124.0,0.0
0.0,0.62,408,136.0,0.0
0.0,0.62,492,164.0,0.0
0.0,0.62,600,200.0,0.0
0.0,0.63,60,19.9978375,0.000560999181267795
0.0,0.63,72,23.999551377910702,0.00022452934306285406
0.0,0.63,84,28.000152276534187,9.285187845444009e-05
0.0,0.63,108,35.99998016974697,1.9830253034028255e-05
0.0,0.63,132,44.0,0.0
0.0,0.63,168,56.0,0.0
0.0,0.63,192,64.0,0.0
0.0,0.63,204,68.0,0.0
0.0,0.63,228,76.0,0.0
0.0,0.63,252,84.0,0.0
0.0,0.63,288,96.0,0.0
0.0,0.63,300,100.0,0.0
0.0,0.63,336,112.0,0.0
0.0,0.63,372,124.0,0.0
0.0,0.63,408,136.0,0.0
0.0,0.63,492,164.0,0.0
0.0,0.63,600,200.0,0.0
0.0,0.64,60,19.998375,0.00046711375169834383
0.0,0.64,72,23.999690237128817,0.00025478649663900657
0.0,0.64,84,27.99997231335742,5.179978266412858e-05
0.0,0.64,108,36.0,0.0
0.0,0.64,132,44.0,0.0
0.0,0.64,168,56.0,0.0
0.0,0.64,192,64.0,0.0
0.0,0.64,204,68.0,0.0
0.0,0.64,228,76.0,0.0
0.0,0.64,252,84.0,0.0
0.0,0.64,288,96.0,0.0
0.0,0.64,300,100.0,0.0
0.0,0.64,336,112.0,0.0
0.0,0.64,372,124.0,0.0
0.0,0.64,408,136.0,0.0
0.0,0.64,492,164.0,0.0
0.0,0.64,600,200.0,0.0
0.0,0.65,60,19.998,0.000515025751931409
0.0,0.65,72,23.999871822260204,0.0002773189528762446
0.0,0.65,84,28.00005537328516,0.00021447505304854588
0.0,0.65,108,36.0,0.0
0.0,0.65,132,44.0,0.0
0.0,0.65,168,56.0,0.0
0.0,0.65,192,64.0,0.0
0.0,0.65,204,68.0,0.0
0.0,0.65,228,76.0,0.0
0.0,0.65,252,84.0,0.0
0.0,0.65,288,96.0,0.0
0.0,0.65,300,100.0,0.0
0.0,0.65,336,112.0,0.0
0.0,0.65,372,124.0,0.0
0.0,0.65,408,136.0,0.0
0.0,0.65,492,164.0,0.0
0.0,0.65,600,200.0,0.0
0.0,0.66,60,19.998075,0.0005499747127991174
0.0,0.66,72,23.999359111301004,0.00025539156222778326
0.0,0.66,84,28.00002768664258,9.983262617828871e-05
0.0,0.66,108,36.0,0.0
0.0,0.66,132,44.0,0.0
0.0,0.66,168,56.0,0.0
0.0,0.66,192,64.0,0.0
0.0,0.66,204,68.0,0.0
0.0,0.66,228,76.0,0.0
0.0,0.66,252,84.0,0.0
0.0,0.66,288,96.0,0.0
0.0,0.66,300,100.0,0.0
0.0,0.66,336,112.0,0.0
0.0,0.66,372,124.0,0.0
0.0,0.66,408,136.0,0.0
0.0,0.66,492,164.0,0.0
0.0,0.66,600,200.0,0.0
0.0,0.67,60,19.9978125,0.0005651523459142727
0.0,0.67,72,23.999572740867336,0.0002368981492707257
0.0,0.67,84,27.999446267148414,0.00024444492593930046
0.0,0.67,108,36.0,0.0
0.0,0.67,132,44.0,0.0
0.0,0.67,168,56.0,0.0
0.0,0.67,192,64.0,0.0
0.0,0.67,204,68.0,0.0
0.0,0.67,228,76.0,0.0
0.0,0.67,252,84.0,0.0
0.0,0.67,288,96.0,0.0
0.0,0.67,300,100.0,0.0
0.0,0.67,336,112.0,0.0
0.0,0.67,372,124.0,0.0
0.0,0.67,408,136.0,0.0
0.0,0.67,492,164.0,0.0
0.0,0.67,600,200.0,0.0
0.0,0.68,60,19.9988875,0.0005062688171184531
0.0,0.68,72,23.999775688955353,0.00019897101555128345
0.0,0.68,84,28.00004152996387,0.00011665365489657171
0.0,0.68,108,35.99962322519235,0.00028665369121350516
0.0,0.68,132,44.0,0.0
0.0,0.68,168,56.0,0.0
0.0,0.68,192,64.0,0.0
0.0,0.68,204,68.0,0.0
0.0,0.68,228,76.0,0.0
0.0,0.68,252,84.0,0.0
0.0,0.68,288,96.0,0.0
0.0,0.68,300,100.0,0.0
0.0,0.68,336,112.0,0.0
0.0,0.68,372,124.0,0.0
0.0,0.68,408,136.0,0.0
0.0,0.68,492,164.0,0.0
0.0,0.68,600,200.0,0.0
0.0,0.69,60,19.998425,0.0005289422610186782
0.0,0.69,72,23.999636829737238,0.00023739072651333682
0.0,0.69,84,27.99991694007226,8.071937892768738e-05
0.0,0.69,108,35.99996033949393,2.804031856773564e-05
0.0,0.69,132,44.0,0.0
0.0,0.69,168,56.0,0.0
0.0,0.69,192,64.0,0.0
0.0,0.69,204,68.0,0.0
0.0,0.69,228,76.0,0.0
0.0,0.69,252,84.0,0.0
0.0,0.69,288,96.0,0.0
0.0,0.69,300,100.0,0.0
0.0,0.69,336,112.0,0.0
0.0,0.69,372,124.0,0.0
0.0,0.69,408,136.0,0.0
0.0,0.69,492,164.0,0.0
0.0,0.69,600,200.0,0.0
0.0,0.7,60,19.9977875,0.0005294523267978282
0.0,0.7,72,23.99983977782525,0.00021229506285918928
0.0,0.7,84,28.00002768664258,0.00018156695990875215
0.0,0.7,108,36.0,0.0
0.0,0.7,132,44.0,0.0
0.0,0.7,168,56.0,0.0
0.0,0.7,192,64.0,0.0
0.0,0.7,204,68.0,0.0
0.0,0.7,228,76.0,0.0
0.0,0.7,252,84.0,0.0
0.0,0.7,288,96.0,0.0
0.0,0.7,300,100.0,0.0
0.0,0.7,336,112.0,0.0
0.0,0.7,372,124.0,0.0
0.0,0.7,408,136.0,0.0
0.0,0.7,492,164.0,0.0
0.0,0.7,600,200.0,0.0
0.0,0.71,60,19.9982375,0.000498618563054107
0.0,0.71,72,23.999551377910706,0.00017481119184460095
0.0,0.71,84,28.0,9.983321088213157e-05
0.0,0.71,108,36.00003966050607,2.8040318567735606e-05
0.0,0.71,132,44.0,0.0
0.0,0.71,168,56.0,0.0
0.0,0.71,192,64.0,0.0
0.0,0.71,204,68.0,0.0
0.0,0.71,228,76.0,0.0
0.0,0.71,252,84.0,0.0
0.0,0.71,288,96.0,0.0
0.0,0.71,300,100.0,0.0
0.0,0.71,336,112.0,0.0
0.0,0.71,372,124.0,0.0
0.0,0.71,408,136.0,0.0
0.0,0.71,492,164.0,0.0
0.0,0.71,600,200.0,0.0
0.0,0.72,60,19.9976125,0.000549082310326377
0.0,0.72,72,23.99959410382397,0.0002435520625537233
0.0,0.72,84,27.999944626714843,7.058943275016864e-05
0.0,0.72,108,35.99994050924089,5.94907591020858e-05
0.0,0.72,132,44.0,0.0
0.0,0.72,168,56.0,0.0
0.0,0.72,192,64.0,0.0
0.0,0.72,204,68.0,0.0
0.0,0.72,228,76.0,0.0
0.0,0.72,252,84.0,0.0
0.0,0.72,288,96.0,0.0
0.0,0.72,300,100.0,0.0
0.0,0.72,336,112.0,0.0
0.0,0.72,372,124.0,0.0
0.0,0.72,408,136.0,0.0
0.0,0.72,492,164.0,0.0
0.0,0.72,600,200.0,0.0
0.0,0.73,60,19.9983,0.0004991101192032765
0.0,0.73,72,23.999765007477034,0.00018438475734287543
0.0,0.73,84,28.00001384332129,0.0001535414559216128
0.0,0.73,108,36.00007932101214,7.932101213611416e-05
0.0,0.73,132,44.0,0.0
0.0,0.73,168,56.0,0.0
0.0,0.73,192,64.0,0.0
0.0,0.73,204,68.0,0.0
0.0,0.73,228,76.0,0.0
0.0,0.73,252,84.0,0.0
0.0,0.73,288,96.0,0.0
0.0,0.73,300,100.0,0.0
0.0,0.73,336,112.0,0.0
0.0,0.73,372,124.0,0.0
0.0,0.73,408,136.0,0.0
0.0,0.73,492,164.0,0.0
0.0,0.73,600,200.0,0.0
0.0,0.74,60,19.99845,0.0005066166361674342
0.0,0.74,72,23.999177526169625,0.0002749183968016625
0.0,0.74,84,27.99997231335742,0.00015165714930549985
0.0,0.74,108,36.0,0.0
0.0,0.74,132,44.0,0.0
0.0,0.74,168,56.0,0.0
0.0,0.74,192,64.0,0.0
0.0,0.74,204,68.0,0.0
0.0,0.74,228,76.0,0.0
0.0,0.74,252,84.0,0.0
0.0,0.74,288,96.0,0.0
0.0,0.74,300,100.0,0.0
0.0,0.74,336,112.0,0.0
0.0,0.74,372,124.0,0.0
0.0,0.74,408,136.0,0.0
0.0,0.74,492,164.0,0.0
0.0,0.74,600,200.0,0.0
0.0,0.75,60,19.9985125,0.0005002724374040226
0.0,0.75,72,23.999572740867336,0.00022806339273712855
0.0,0.75,84,28.000055373285157,0.00011747143323797365
0.0,0.75,108,36.0,0.0
0.0,0.75,132,44.0,0.0
0.0,0.75,168,56.0,0.0
0.0,0.75,192,64.0,0.0
0.0,0.75,204,68.0,0.0
0.0,0.75,228,76.0,0.0
0.0,0.75,252,84.0,0.0
0.0,0.75,288,96.0,0.0
0.0,0.75,300,100.0,0.0
0.0,0.75,336,112.0,0.0
0.0,0.75,372,124.0,0.0
0.0,0.75,408,136.0,0.0
0.0,0.75,492,164.0,0.0
0.0,0.75,600,200.0,0.0
0.0,0.76,60,19.9975875,0.0005393081862042985
0.0,0.76,72,23.999241615039523,0.0002656506666377826
0.0,0.76,84,27.999750820216782,0.000196741513718307
0.0,0.76,108,36.0,0.0
0.0,0.76,132,44.0,0.0
0.0,0.76,168,56.0,0.0
0.0,0.76,192,64.0,0.0
0.0,0.76,204,68.0,0.0
0.0,0.76,228,76.0,0.0
0.0,0.76,252,84.0,0.0
0.0,0.76,288,96.0,0.0
0.0,0.76,300,100.0,0.0
0.0,0.76,336,112.0,0.0
0.0,0.76,372,124.0,0.0
0.0,0.76,408,136.0,0.0
0.0,0.76,492,164.0,0.0
0.0,0.76,600,200.0,0.0
0.0,0.77,60,19.9985375,0.0005326544202840543
0.0,0.77,72,23.999604785302285,0.00022631169527023676
0.0,0.77,84,27.99969544693163,0.00023896141853775848
0.0,0.77,108,36.0,0.0
0.0,0.77,132,44.0,0.0
0.0,0.77,168,56.0,0.0
0.0,0.77,192,64.0,0.0
0.0,0.77,204,68.0,0.0
0.0,0.77,228,76.0,0.0
0.0,0.77,252,84.0,0.0
0.0,0.77,288,96.0,0.0
0.0,0.77,300,100.0,0.0
0.0,0.77,336,112.0,0.0
0.0,0.77,372,124.0,0.0
0.0,0.77,408,136.0,0.0
0.0,0.77,492,164.0,0.0
0.0,0.77,600,200.0,0.0
0.0,0.78,60,19.99825,0.0004707344358456362
0.0,0.78,72,23.999359111301004,0.00027393061245678166
0.0,0.78,84,27.999944626714843,9.183065483877654e-05
0.0,0.78,108,36.0,0.0
0.0,0.78,132,44.0,0.0
0.0,0.78,168,56.0,0.0
0.0,0.78,192,64.0,0.0
0.0,0.78,204,68.0,0.0
0.0,0.78,228,76.0,0.0
0.0,0.78,252,84.0,0.0
0.0,0.78,288,96.0,0.0
0.0,0.78,300,100.0,0.0
0.0,0.78,336,112.0,0.0
0.0,0.78,372,124.0,0.0
0.0,0.78,408,136.0,0.0
0.0,0.78,492,164.0,0.0
0.0,0.78,600,200.0,0.0
0.0,0.79,60,19.99725,0.0005390016718714596
0.0,0.79,72,23.99949797051912,0.0003056567146169856
0.0,0.79,84,27.999903096750973,0.0001952952873808106
0.0,0.79,108,36.0,0.0
0.0,0.79,132,44.0,0.0
0.0,0.79,168,56.0,0.0
0.0,0.79,192,64.0,0.0
0.0,0.79,204,68.0,0.0
0.0,0.79,228,76.0,0.0
0.0,0.79,252,84.0,0.0
0.0,0.79,288,96.0,0.0
0.0,0.79,300,100.0,0.0
0.0,0.79,336,112.0,0.0
0.0,0.79,372,124.0,0.0
0.0,0.79,408,136.0,0.0
0.0,0.79,492,164.0,0.0
0.0,0.79,600,200.0,0.0
0.0,0.8,60,19.9981375,0.0005272211638302834
0.0,0.8,72,23.999423200170902,0.0003110088245779571
0.0,0.8,84,27.999847723465813,0.00024018358475342156
0.0,0.8,108,36.0,0.0
0.0,0.8,132,44.0,0.0
0.0,0.8,168,56.0,0.0
0.0,0.8,192,64.0,0.0
0.0,0.8,204,68.0,0.0
0.0,0.8,228,76.0,0.0
0.0,0.8,252,84.0,0.0
0.0,0.8,288,96.0,0.0
0.0,0.8,300,100.0,0.0
0.0,0.8,336,112.0,0.0
0.0,0.8,372,124.0,0.0
0.0,0.8,408,136.0,0.0
0.0,0.8,492,164.0,0.0
0.0,0.8,600,200.0,0.0
0.0,0.81,60,19.99825,0.0005009679100348532
0.0,0.81,72,23.999391155735953,0.0002847628581338123
0.0,0.81,84,27.99969544693163,0.00023896141853775672
0.0,0.81,108,36.00001983025303,1.9830253034028177e-05
0.0,0.81,132,44.0,0.0
0.0,0.81,168,56.0,0.0
0.0,0.81,192,64.0,0.0
0.0,0.81,204,68.0,0.0
0.0,0.81,228,76.0,0.0
0.0,0.81,252,84.0,0.0
0.0,0.81,288,96.0,0.0
0.0,0.81,300,100.0,0.0
0.0,0.81,336,112.0,0.0
0.0,0.81,372,124.0,0.0
0.0,0.81,408,136.0,0.0
0.0,0.81,492,164.0,0.0
0.0,0.81,600,200.0,0.0
0.0,0.82,60,19.9981,0.0005522517525547752
0.0,0.82,72,23.999391155735953,0.000274977797911705
0.0,0.82,84,27.999833880144518,0.00011745553105224221
0.0,0.82,108,36.0,0.0
0.0,0.82,132,44.0,0.0
0.0,0.82,168,56.0,0.0
0.0,0.82,192,64.0,0.0
0.0,0.82,204,68.0,0.0
0.0,0.82,228,76.0,0.0
0.0,0.82,252,84.0,0.0
0.0,0.82,288,96.0,0.0
0.0,0.82,300,100.0,0.0
0.0,0.82,336,112.0,0.0
0.0,0.82,372,124.0,0.0
0.0,0.82,408,136.0,0.0
0.0,0.82,492,164.0,0.0
0.0,0.82,600,200.0,0.0
0.0,0.83,60,19.998525,0.0004928810512416436
0.0,0.83,72,23.99949797051912,0.00025295579858751683
0.0,0.83,84,27.999820036823234,0.00010449914428367847
0.0,0.83,108,35.99970254620449,0.0002452706556450797
0.0,0.83,132,44.0,0.0
0.0,0.83,168,56.0,0.0
0.0,0.83,192,64.0,0.0
0.0,0.83,204,68.0,0.0
0.0,0.83,228,76.0,0.0
0.0,0.83,252,84.0,0.0
0.0,0.83,288,96.0,0.0
0.0,0.83,300,100.0,0.0
0.0,0.83,336,112.0,0.0
0.0,0.83,372,124.0,0.0
0.0,0.83,408,136.0,0.0
0.0,0.83,492,164.0,0.0
0.0,0.83,600,200.0,0.0
0.0,0.84,60,19.997725,0.000577291749530865
0.0,0.84,72,23.999198889126255,0.00032896533853135455
0.0,0.84,84,27.999667760289046,0.0002843704432766245
0.0,0.84,108,36.00001983025303,1.9830253034028238e-05
0.0,0.84,132,44.0,0.0
0.0,0.84,168,56.0,0.0
0.0,0.84,192,64.0,0.0
0.0,0.84,204,68.0,0.0
0.0,0.84,228,76.0,0.0
0.0,0.84,252,84.0,0.0
0.0,0.84,288,96.0,0.0
0.0,0.84,300,100.0,0.0
0.0,0.84,336,112.0,0.0
0.0,0.84,372,124.0,0.0
0.0,0.84,408,136.0,0.0
0.0,0.84,492,164.0,0.0
0.0,0.84,600,200.0,0.0
0.0,0.85,60,19.998975,0.0005413402279751966
0.0,0.85,72,23.99936979277932,0.0003290050539285828
0.0,0.85,84,27.999515483754863,0.00020757952964683908
0.0,0.85,108,36.0,0.0
0.0,0.85,132,44.0,0.0
0.0,0.85,168,56.0,0.0
0.0,0.85,192,64.0,0.0
0.0,0.85,204,68.0,0.0
0.0,0.85,228,76.0,0.0
0.0,0.85,252,84.0,0.0
0.0,0.85,288,96.0,0.0
0.0,0.85,300,100.0,0.0
0.0,0.85,336,112.0,0.0
0.0,0.85,372,124.0,0.0
0.0,0.85,408,136.0,0.0
0.0,0.85,492,164.0,0.0
0.0,0.85,600,200.0,0.0
0.0,0.86,60,19.998375,0.0005818245349578749
0.0,0.86,72,23.999829096346932,0.00018623950885708764
0.0,0.86,84,27.999903096750973,0.0001962742538757969
0.0,0.86,108,36.0,0.0
0.0,0.86,132,44.0,0.0
0.0,0.86,168,56.0,0.0
0.0,0.86,192,64.0,0.0
0.0,0.86,204,68.0,0.0
0.0,0.86,228,76.0,0.0
0.0,0.86,252,84.0,0.0
0.0,0.86,288,96.0,0.0
0.0,0.86,300,100.0,0.0
0.0,0.86,336,112.0,0.0
0.0,0.86,372,124.0,0.0
0.0,0.86,408,136.0,0.0
0.0,0.86,492,164.0,0.0
0.0,0.86,600,200.0,0.0
0.0,0.87,60,19.997675,0.0005218229272624415
0.0,0.87,72,23.999722281563766,0.00024958711521221955
0.0,0.87,84,28.00002768664258,0.0001751187030628699
0.0,0.87,108,36.00009915126517,9.915126517014668e-05
0.0,0.87,132,44.0,0.0
0.0,0.87,168,56.0,0.0
0.0,0.87,192,64.0,0.0
0.0,0.87,204,68.0,0.0
0.0,0.87,228,76.0,0.0
0.0,0.87,252,84.0,0.0
0.0,0.87,288,96.0,0.0
0.0,0.87,300,100.0,0.0
0.0,0.87,336,112.0,0.0
0.0,0.87,372,124.0,0.0
0.0,0.87,408,136.0,0.0
0.0,0.87,492,164.0,0.0
0.0,0.87,600,200.0,0.0
0.0,0.88,60,19.9972,0.0005816462251516142
0.0,0.88,72,23.999797051911987,0.00028682075699006495
0.0,0.88,84,27.99995847003613,0.00013350933778410998
0.0,0.88,108,36.0,0.0
0.0,0.88,132,44.0,0.0
0.0,0.88,168,56.0,0.0
0.0,0.88,192,64.0,0.0
0.0,0.88,204,68.0,0.0
0.0,0.88,228,76.0,0.0
0.0,0.88,252,84.0,0.0
0.0,0.88,288,96.0,0.0
0.0,0.88,300,100.0,0.0
0.0,0.88,336,112.0,0.0
0.0,0.88,372,124.0,0.0
0.0,0.88,408,136.0,0.0
0.0,0.88,492,164.0,0.0
0.0,0.88,600,200.0,0.0
0.0,0.89,60,19.998625,0.0005342887645724864
0.0,0.89,72,23.999177526169625,0.00032999867535797
0.0,0.89,84,27.99975082021679,0.00018878706398847998
0.0,0.89,108,36.0,0.0
0.0,0.89,132,44.0,0.0
0.0,0.89,168,56.0,0.0
0.0,0.89,192,64.0,0.0
0.0,0.89,204,68.0,0.0
0.0,0.89,228,76.0,0.0
0.0,0.89,252,84.0,0.0
0.0,0.89,288,96.0,0.0
0.0,0.89,300,100.0,0.0
0.0,0.89,336,112.0,0.0
0.0,0.89,372,124.0,0.0
0.0,0.89,408,136.0,0.0
0.0,0.89,492,164.0,0.0
0.0,0.89,600,200.0,0.0
0.0,0.9,60,19.9981875,0.0005227739125390273
0.0,0.9,72,23.99958342234565,0.00019546618055027578
0.0,0.9,84,27.999709290252913,0.00020763463878468823
0.0,0.9,108,36.0,0.0
0.0,0.9,132,44.0,0.0
0.0,0.9,168,56.0,0.0
0.0,0.9,192,64.0,0.0
0.0,0.9,204,68.0,0.0
0.0,0.9,228,76.0,0.0
0.0,0.9,252,84.0,0.0
0.0,0.9,288,96.0,0.0
0.0,0.9,300,100.0,0.0
0.0,0.9,336,112.0,0.0
0.0,0.9,372,124.0,0.0
0.0,0.9,408,136.0,0.0
0.0,0.9,492,164.0,0.0
0.0,0.9,600,200.0,0.0
0.0,0.91,60,19.9982875,0.0005275683057261122
0.0,0.91,72,23.999455244605855,0.00026869592906648
0.0,0.91,84,27.999903096750973,0.00012304568904394857
0.0,0.91,108,36.00001983025303,1.983025303402821e-05
0.0,0.91,132,44.0,0.0
0.0,0.91,168,56.0,0.0
0.0,0.91,192,64.0,0.0
0.0,0.91,204,68.0,0.0
0.0,0.91,228,76.0,0.0
0.0,0.91,252,84.0,0.0
0.0,0.91,288,96.0,0.0
0.0,0.91,300,100.0,0.0
0.0,0.91,336,112.0,0.0
0.0,0.91,372,124.0,0.0
0.0,0.91,408,136.0,0.0
0.0,0.91,492,164.0,0.0
0.0,0.91,600,200.0,0.0
0.0,0.92,60,19.998175,0.0006082897657727869
0.0,0.92,72,23.999861140781885,0.00023717563248752612
0.0,0.92,84,27.999764663538073,0.0002094832844654987
0.0,0.92,108,36.0,0.0
0.0,0.92,132,44.0,0.0
0.0,0.92,168,56.0,0.0
0.0,0.92,192,64.0,0.0
0.0,0.92,204,68.0,0.0
0.0,0.92,228,76.0,0.0
0.0,0.92,252,84.0,0.0
0.0,0.92,288,96.0,0.0
0.0,0.92,300,100.0,0.0
0.0,0.92,336,112.0,0.0
0.0,0.92,372,124.0,0.0
0.0,0.92,408,136.0,0.0
0.0,0.92,492,164.0,0.0
0.0,0.92,600,200.0,0.0
0.0,0.93,60,19.998425,0.0005557385374726185
0.0,0.93,72,23.999348429822685,0.00024836683372987445
0.0,0.93,84,28.0,0.00015905976376487496
0.0,0.93,108,35.99996033949393,3.96605060680581e-05
0.0,0.93,132,44.0,0.0
0.0,0.93,168,56.0,0.0
0.0,0.93,192,64.0,0.0
0.0,0.93,204,68.0,0.0
0.0,0.93,228,76.0,0.0
0.0,0.93,252,84.0,0.0
0.0,0.93,288,96.0,0.0
0.0,0.93,300,100.0,0.0
0.0,0.93,336,112.0,0.0
0.0,0.93,372,124.0,0.0
0.0,0.93,408,136.0,0.0
0.0,0.93,492,164.0,0.0
0.0,0.93,600,200.0,0.0
0.0,0.94,60,19.9978875,0.000523855826413802
0.0,0.94,72,23.999914548173468,0.000219435691113682
0.0,0.94,84,27.999750820216782,0.00025972530262035714
0.0,0.94,108,36.0,0.0
0.0,0.94,132,44.0,0.0
0.0,0.94,168,56.0,0.0
0.0,0.94,192,64.0,0.0
0.0,0.94,204,68.0,0.0
0.0,0.94,228,76.0,0.0
0.0,0.94,252,84.0,0.0
0.0,0.94,288,96.0,0.0
0.0,0.94,300,100.0,0.0
0.0,0.94,336,112.0,0.0
0.0,0.94,372,124.0,0.0
0.0,0.94,408,136.0,0.0
0.0,0.94,492,164.0,0.0
0.0,0.94,600,200.0,0.0
0.0,0.95,60,19.99845,0.0005869256325718085
0.0,0.95,72,23.999690237128817,0.0003399695532398847
0.0,0.95,84,27.999640073646468,0.00019178186128992986
0.0,0.95,108,36.0,0.0
0.0,0.95,132,44.0,0.0
0.0,0.95,168,56.0,0.0
0.0,0.95,192,64.0,0.0
0.0,0.95,204,68.0,0.0
0.0,0.95,228,76.0,0.0
0.0,0.95,252,84.0,0.0
0.0,0.95,288,96.0,0.0
0.0,0.95,300,100.0,0.0
0.0,0.95,336,112.0,0.0
0.0,0.95,372,124.0,0.0
0.0,0.95,408,136.0,0.0
0.0,0.95,492,164.0,0.0
0.0,0.95,600,200.0,0.0
0.0,0.96,60,19.9975125,0.0006203938049515983
0.0,0.96,72,23.999572740867336,0.00031504422602185987
0.0,0.96,84,27.99998615667871,1.3843321289643664e-05
0.0,0.96,108,35.99992067898786,7.932101213611433e-05
0.0,0.96,132,44.0,0.0
0.0,0.96,168,56.0,0.0
0.0,0.96,192,64.0,0.0
0.0,0.96,204,68.0,0.0
0.0,0.96,228,76.0,0.0
0.0,0.96,252,84.0,0.0
0.0,0.96,288,96.0,0.0
0.0,0.96,300,100.0,0.0
0.0,0.96,336,112.0,0.0
0.0,0.96,372,124.0,0.0
0.0,0.96,408,136.0,0.0
0.0,0.96,492,164.0,0.0
0.0,0.96,600,200.0,0.0
0.0,0.97,60,19.998275,0.0005903281174301489
0.0,0.97,72,23.999284340952787,0.0003169744791083275
0.0,0.97,84,27.999764663538073,0.00013490702190830758
0.0,0.97,108,36.0,0.0
0.0,0.97,132,44.0,0.0
0.0,0.97,168,56.0,0.0
0.0,0.97,192,64.0,0.0
0.0,0.97,204,68.0,0.0
0.0,0.97,228,76.0,0.0
0.0,0.97,252,84.0,0.0
0.0,0.97,288,96.0,0.0
0.0,0.97,300,100.0,0.0
0.0,0.97,336,112.0,0.0
0.0,0.97,372,124.0,0.0
0.0,0.97,408,136.0,0.0
0.0,0.97,492,164.0,0.0
0.0,0.97,600,200.0,0.0
0.0,0.98,60,19.9983875,0.000614865058593369
0.0,0.98,72,23.999647511215553,0.00026184830253748635
0.0,0.98,84,27.999903096750973,0.00018522125866022435
0.0,0.98,108,36.0,0.0
0.0,0.98,132,44.00004853426519,4.8534265191225275e-05
0.0,0.98,168,56.0,0.0
0.0,0.98,192,64.0,0.0
0.0,0.98,204,68.0,0.0
0.0,0.98,228,76.0,0.0
0.0,0.98,252,84.0,0.0
0.0,0.98,288,96.0,0.0
0.0,0.98,300,100.0,0.0
0.0,0.98,336,112.0,0.0
0.0,0.98,372,124.0,0.0
0.0,0.98,408,136.0,0.0
0.0,0.98,492,164.0,0.0
0.0,0.98,600,200.0,0.0
0.0,0.99,60,19.998,0.0006184260223135064
0.0,0.99,72,23.999070711386455,0.0003323802391685179
0.0,0.99,84,27.999723133574207,0.00018776315907490448
0.0,0.99,108,36.0,0.0
0.0,0.99,132,44.0,0.0
0.0,0.99,168,56.0,0.0
0.0,0.99,192,64.0,0.0
0.0,0.99,204,68.0,0.0
0.0,0.99,228,76.0,0.0
0.0,0.99,252,84.0,0.0
0.0,0.99,288,96.0,0.0
0.0,0.99,300,100.0,0.0
0.0,0.99,336,112.0,0.0
0.0,0.99,372,124.0,0.0
0.0,0.99,408,136.0,0.0
0.0,0.99,492,164.0,0.0
0.0,0.99,600,200.0,0.0
0.0,1.0,60,19.9971,0.0006190798219798447
0.0,1.0,72,23.999316385387736,0.0003128149109805832
0.0,1.0,84,28.000193806498057,0.00014779812844924154
0.0,1.0,108,36.0,0.0
0.0,1.0,132,44.0,0.0
0.0,1.0,168,56.0,0.0
0.0,1.0,192,64.0,0.0
0.0,1.0,204,68.0,0.0
0.0,1.0,228,76.0,0.0
0.0,1.0,252,84.0,0.0
0.0,1.0,288,96.0,0.0
0.0,1.0,300,100.0,0.0
0.0,1.0,336,112.0,0.0
