kind,,,is_path,is_path,slc,slc
,,,data,error,data,error
N,p,r,,,,
12,0.0375,0.3,0.9998187092095722,0.0003476500064028093,0.022539398209578756,0.0005408633395068153
12,0.0375,0.4,1.0,0.0,0.02007718913996437,0.0005259399845241481
12,0.0375,0.5,1.0,0.0,0.019104971737612997,0.0004996042473729443
12,0.0375,0.6,1.0,0.0,0.020074918757306305,0.0005200749799491612
12,0.0375,0.7,0.9998187092095722,0.0002128912811905682,0.020846772997728396,0.0004929232005767912
12,0.0375,0.8,1.0,0.0,0.02226428495842394,0.0005238132777128026
12,0.0375,0.9,1.0,0.0,0.025915564305152433,0.0005002053528349462
12,0.0375,1.0,0.9998187092095722,0.0003476500064028093,0.02939825531962681,0.0005594749762412518
12,0.05,0.0,0.9980058013052937,0.000805386903875235,0.0833333333333332,3.2727010418517247e-19
12,0.05,0.1,1.0,0.0,0.05168803119213841,0.0009031307148589283
12,0.05,0.2,0.9998187092095722,0.000212891281190483,0.03430463677743615,0.0005939552286215426
12,0.05,0.3,1.0,0.0,0.028161976250375198,0.0005636873925659653
12,0.05,0.4,1.0,0.0,0.025507173021694463,0.0005571085393641499
12,0.05,0.5,0.9998187092095722,0.000212891281190483,0.02475673096696984,0.0005406304165725761
12,0.05,0.6,0.9996374184191443,0.00030103609118895463,0.024934694251414126,0.00054709342725127
12,0.05,0.7,0.9998187092095722,0.000212891281190483,0.026047420249833995,0.0005416469745843037
12,0.05,0.8,0.9998187092095722,0.0003476500064028093,0.028299764567008962,0.0005270411158970132
12,0.05,0.9,0.9996374184191443,0.00030103609118895463,0.03201589357857732,0.0005108708379453768
12,0.05,1.0,0.998730964467005,0.0006840662372244383,0.035710660717780826,0.0005526562101882645
12,0.0625,0.0,0.994198694706309,0.0015543050425158283,0.0833333333333332,3.2727010418517247e-19
12,0.0625,0.1,0.9994561276287165,0.0004598730859163188,0.05967195814684773,0.0009663881629433557
12,0.0625,0.2,0.9992748368382887,0.0004256228240290577,0.04026887740952046,0.0006645752842965435
12,0.0625,0.3,0.9998187092095722,0.0003476500064028093,0.032918818169895475,0.0006224456675809821
12,0.0625,0.4,0.9996374184191443,0.0004914873335410058,0.02988218172972748,0.0005916748250400303
12,0.0625,0.5,0.9998187092095722,0.000212891281190483,0.02909083612608571,0.0005598574976488855
12,0.0625,0.6,0.9998187092095722,0.000212891281190483,0.029590884677565963,0.0005654650682185644
12,0.0625,0.7,0.9996374184191443,0.00040765576723362433,0.03073518326500818,0.0005839857538382907
12,0.0625,0.8,0.9990935460478607,0.0006728451117726965,0.03327321659297618,0.000602138786535509
12,0.0625,0.9,0.9974619289340102,0.0010414851141728723,0.03707820096984029,0.0007155762642058624
12,0.0625,1.0,0.9970993473531544,0.001083951705101798,0.04120908399822564,0.0006954223746571573
12,0.075,0.0,0.9883973894126178,0.0020879003355640554,0.0833333333333332,3.2727010418517247e-19
12,0.075,0.1,0.9983683828861494,0.0008419390693224837,0.06435499425823449,0.0013181623953597644
12,0.075,0.2,0.9981870920957215,0.0007768569388576721,0.04496412280006096,0.0007234547325440211
12,0.075,0.3,0.9989122552574329,0.0005892769678436677,0.0391789492685588,0.000644217288071015
12,0.075,0.4,0.9994561276287165,0.0004598730859163188,0.03423756517744255,0.0006065553340347073
12,0.075,0.5,0.9980058013052937,0.0009350327622295459,0.03365502465243126,0.000621319994441454
12,0.075,0.6,0.9983683828861494,0.0007472233099637978,0.03417921963982115,0.0006356127883191413
12,0.075,0.7,0.9972806381435823,0.000989837141348664,0.035520284400006,0.0006582262916885338
12,0.075,0.8,0.995286439448876,0.0012142231447850736,0.03910796574243849,0.0006857829847258808
12,0.075,0.9,0.9934735315445975,0.0015402506802401634,0.041992589492794004,0.0007235582597048326
12,0.075,1.0,0.9885786802030457,0.002059497785110359,0.047588461131387094,0.0007970157090623838
12,0.0875,0.0,0.9800580130529369,0.0025540770879613445,0.0833333333333332,3.2727010418517247e-19
12,0.0875,0.1,0.9963741841914431,0.001131437366143227,0.07351750629681947,0.0017218408126671674
12,0.0875,0.2,0.9967367657722987,0.0011247758385030597,0.051070788733233015,0.0008257080444575545
12,0.0875,0.3,0.997643219724438,0.0009023883734886922,0.04280105330332144,0.0007087187274613583
12,0.0875,0.4,0.9965554749818709,0.0010044714750722342,0.039446761138455015,0.0006950426130760051
12,0.0875,0.5,0.9969180565627266,0.0010700777702068777,0.03820030558191466,0.0007317146994775903
12,0.0875,0.6,0.9960116026105874,0.0012628634713484808,0.03856465979363878,0.0006848780065610487
12,0.0875,0.7,0.9936548223350253,0.004805111160850792,0.03990507978251126,0.001875409919666745
12,0.0875,0.8,0.9923857868020305,0.003771445916169942,0.04389343668003431,0.001289272626667201
12,0.0875,0.9,0.9865844815083393,0.004020149967032861,0.047973227604809494,0.0008805352914161986
12,0.0875,1.0,0.9758883248730964,0.004444728365080243,0.05463826225505367,0.0014800524995064893
12,0.1,0.0,0.9706308919506889,0.004621558239030244,0.0833333333333332,3.2727010418517247e-19
12,0.1,0.1,0.9949238578680203,0.0013377794709216679,0.07843702734014345,0.001287614962622208
12,0.1,0.2,0.9947425670775925,0.0013544373751117823,0.05648455559026427,0.0008691460826621706
12,0.1,0.3,0.9936548223350253,0.0016199968396285256,0.049053690542056515,0.0008770181798610544
12,0.1,0.4,0.9938361131254533,0.0013536230476073217,0.044604234751665944,0.0008097301663588593
12,0.1,0.5,0.9923857868020305,0.0037616154472743055,0.042427302008367994,0.0012209441533840761
12,0.1,0.6,0.9920232052211748,0.0016521514225895251,0.04328874354554572,0.0007340753638381103
12,0.1,0.7,0.9874909354604786,0.0021055580312017326,0.046386309122836554,0.0008854118526961322
12,0.1,0.8,0.9791515591007977,0.004339542210213131,0.051658210954821523,0.0013044201109461096
12,0.1,0.9,0.9691805656272662,0.0032597566341151414,0.05649881992359228,0.001128473223885677
12,0.1,1.0,0.9570340826686005,0.0038256066884701967,0.06290099571286811,0.0012930261610683042
12,0.1125,0.0,0.9566715010877448,0.003872512191237488,0.0833333333333332,3.2727010418517247e-19
12,0.1125,0.1,0.9860406091370558,0.0022377156666548163,0.0843784167753273,0.0013558388615223513
12,0.1125,0.2,0.9887599709934736,0.0019752569165487122,0.062472284934313484,0.001089191115642932
12,0.1125,0.3,0.9922044960116027,0.0018102720307030073,0.053308820366041884,0.0009815306124624395
12,0.1125,0.4,0.990572878897752,0.0017985858706161915,0.04971315352628106,0.0009634435974516196
12,0.1125,0.5,0.9876722262509064,0.002004419322546596,0.047991232424258054,0.0009330754691942245
12,0.1125,0.6,0.9842277012327774,0.002365153394735378,0.049129177992145494,0.0010016623297353347
12,0.1125,0.7,0.9769760696156635,0.002939040091917675,0.05269576416237635,0.0011040827579167024
12,0.1125,0.8,0.9682741116751269,0.0032256324533059062,0.05791143850208103,0.0011643501376679922
12,0.1125,0.9,0.9476069615663524,0.004177965152685823,0.06572018677077981,0.0016322638474615158
12,0.1125,1.0,0.9249456127628717,0.0049061180066499125,0.073260490746952,0.0013565938982966416
12,0.125,0.0,0.9423495286439448,0.0063913501098877435,0.0833333333333332,3.2727010418517247e-19
12,0.125,0.1,0.981145757795504,0.0025025718296374446,0.08871495083263098,0.001429169788983974
12,0.125,0.2,0.9827773749093546,0.002568777085219126,0.06869531451378467,0.0012291424710443285
12,0.125,0.3,0.9844089920232052,0.004094315252516027,0.0588348316134592,0.0012354266098419389
12,0.125,0.4,0.9806018854242204,0.00270914546123034,0.05468780872039196,0.0010642003909440364
12,0.125,0.5,0.9749818709209572,0.0029831872020506713,0.055439505172135535,0.00116915278083383
12,0.125,0.6,0.97643219724438,0.004446338067059326,0.055102958281392576,0.001178182486257506
12,0.125,0.7,0.961022480058013,0.005844275454760222,0.06061610386700646,0.0016615203757149079
12,0.125,0.8,0.9392675852066715,0.004616865324125581,0.06710447048338467,0.0013829043504607866
12,0.125,0.9,0.9147933284989123,0.005364011402817806,0.07611122683012497,0.0018505575192286376
12,0.125,1.0,0.871464829586657,0.00839731232692567,0.08691555288324113,0.0019130583274811867
12,0.1375,0.0,0.9224075416968818,0.0061263328038708665,0.0833333333333332,3.2727010418517247e-19
12,0.1375,0.1,0.9731689630166788,0.003077746513794334,0.09341984208535685,0.0014874537289756345
12,0.1375,0.2,0.9697244379985497,0.004667620924916437,0.07538410522487654,0.0017306839535391073
12,0.1375,0.3,0.9766134880348079,0.004384088546241955,0.0648571468531256,0.0014304208209921856
12,0.1375,0.4,0.9664612037708484,0.0048443368172134795,0.0633553161857139,0.0016750157202882266
12,0.1375,0.5,0.9671863669325598,0.0047683017172617465,0.06060048269945497,0.0016949458121945306
12,0.1375,0.6,0.9499637418419145,0.004019784223984214,0.06520655154537078,0.0016979999667717906
12,0.1375,0.7,0.9345421577515866,0.006702088576135655,0.06990746885841077,0.001597890993368494
12,0.1375,0.8,0.9165911151405258,0.007072873717496069,0.07628566876304026,0.001819391466980317
12,0.1375,0.9,0.8810516772438803,0.007796372142797205,0.08532795574947862,0.001933615008955547
12,0.1375,1.0,0.8330009066183137,0.007897862455753059,0.0967559739542222,0.0020564433139420002
12,0.15,0.0,0.9086128739800544,0.007278447748018478,0.08333333333333319,3.2755371398933904e-19
12,0.15,0.1,0.9624660018132366,0.0050155329643363404,0.09994035004749825,0.0015690399381317532
12,0.15,0.2,0.9563009972801451,0.005228356913977491,0.08167075146361238,0.0017391423015180848
12,0.15,0.3,0.9595648232094288,0.0037951261471860878,0.07148491803042874,0.0012640677853564127
12,0.15,0.4,0.9479601087941977,0.00539881329158718,0.07015715871821697,0.0015864130168838071
12,0.15,0.5,0.9443336355394379,0.005578552934813583,0.06994749940504491,0.0015246212400274641
12,0.15,0.6,0.9278331822302811,0.004898280599634993,0.07299255229871915,0.0014691842113821567
12,0.15,0.7,0.9038984587488668,0.006622258911879168,0.08081267013500104,0.0017316562094048507
12,0.15,0.8,0.8699909338168631,0.007321063986076508,0.09046868366534905,0.002023618342546123
12,0.15,0.9,0.8331822302810517,0.009394737038465968,0.09701649100803475,0.002453364103880655
12,0.15,1.0,0.771532184950136,0.00869525183599899,0.107047662199893,0.0021690329375508477
12,0.1625,0.0,0.886128739800544,0.007673611347881476,0.08333333333333319,3.2755371398933904e-19
12,0.1625,0.1,0.9416137805983681,0.0055332065983474,0.10476605783012102,0.0015965694811704704
12,0.1625,0.2,0.9463281958295557,0.005568539481794079,0.08867258527545813,0.0017369444606583123
12,0.1625,0.3,0.9425203989120581,0.005620445697502217,0.07840189437832412,0.0014930795187987913
12,0.1625,0.4,0.9330915684496827,0.006730414186341681,0.07734998269913636,0.0018512948149422555
12,0.1625,0.5,0.914777878513146,0.0054797410297608255,0.07930091546332396,0.0016438865549653157
12,0.1625,0.6,0.9104261106074343,0.006415851468041482,0.08100161896224112,0.0016969135252733805
12,0.1625,0.7,0.8690843155031731,0.007949643525495471,0.09140403573838256,0.0022842116494684447
12,0.1625,0.8,0.8273798730734361,0.008003466966889153,0.0990941947065372,0.0021844630636651445
12,0.1625,0.9,0.7695376246600182,0.010349797979433015,0.10853808695478068,0.002384015989865728
12,0.1625,1.0,0.7060743427017225,0.010315511359452552,0.11824512419757191,0.0022913038129796395
12,0.175,0.0,0.8629193109700816,0.008008666879155692,0.08333333333333319,3.2755371398933904e-19
12,0.175,0.1,0.928558476881233,0.004875721130531625,0.11097222869808614,0.0018526409478964714
12,0.175,0.2,0.9238440616500453,0.005023138565065686,0.09559567922695224,0.001691330336868412
12,0.175,0.3,0.9214868540344515,0.005046263802118638,0.08816370174171423,0.001538792516611412
12,0.175,0.4,0.913689936536718,0.005391233467823026,0.08506584941858794,0.001704736369145417
12,0.175,0.5,0.887035358114234,0.00820775793912028,0.08848259698672105,0.0021187957368951228
12,0.175,0.6,0.8670897552130553,0.00889029072123957,0.09267886157873544,0.0025218119322941955
12,0.175,0.7,0.829374433363554,0.007181285539887171,0.10171527079057736,0.002364071366191849
12,0.175,0.8,0.7811423390752493,0.009999370015462186,0.11020710108515128,0.002501411495447079
12,0.175,0.9,0.714596554850408,0.009855366205442776,0.12101070399276673,0.002085304791469048
12,0.175,1.0,0.6456935630099728,0.011229479055507198,0.12847015835077638,0.002325298074961063
12,0.1875,0.0,0.8442429737080689,0.007663198167207235,0.08333333333333319,3.2755371398933904e-19
12,0.1875,0.1,0.9086128739800544,0.0064245918273159505,0.1150135130060276,0.0017651794140735601
12,0.1875,0.2,0.9001087744742567,0.007821143858487662,0.10153081032837658,0.0017855960505051365
12,0.1875,0.3,0.8955765047135605,0.007974657447228806,0.09524272552145141,0.002005721715558426
12,0.1875,0.4,0.8776287164612038,0.007754502153174405,0.09374067932254895,0.0021467259704862785
12,0.1875,0.5,0.84427121102248,0.008835376022426936,0.09971448974755355,0.002646346937893977
12,0.1875,0.6,0.8265047135605511,0.008579925567857126,0.10312183207341107,0.002156052722342721
12,0.1875,0.7,0.7753807106598984,0.009130418323363407,0.11142095815743379,0.002263670732644882
12,0.1875,0.8,0.7258883248730964,0.009629385170231836,0.12081378199542425,0.002324791989729335
12,0.1875,0.9,0.6582668600435098,0.010857692416791643,0.13124362841601886,0.002765255437412104
12,0.1875,1.0,0.5701595358955766,0.011667894045644455,0.13784555684739774,0.0024741361121617044
12,0.2,0.0,0.8270485859318346,0.00963809133000982,0.0833333333333332,3.2727010418517247e-19
12,0.2,0.1,0.8854242204496011,0.006901877177046117,0.11784904191788985,0.0015840600374438798
12,0.2,0.2,0.8801667875271936,0.007020596051873218,0.1045317478691034,0.0016246330419950818
12,0.2,0.3,0.8653009427121102,0.007328135743776962,0.1027358535827899,0.0018061231321375693
12,0.2,0.4,0.8515228426395939,0.008259140985615776,0.10175542718824081,0.0018775677072878224
12,0.2,0.5,0.8237853517041335,0.009066086694915002,0.10673576255940412,0.0023195219819368566
12,0.2,0.6,0.7808194343727338,0.00955080432477639,0.11429340634597004,0.0025878736573515357
12,0.2,0.7,0.731145757795504,0.010073641806770768,0.12163266194320653,0.002513699624255329
12,0.2,0.8,0.6671501087744742,0.011230534595106763,0.13166241045101312,0.0027936746716352907
12,0.2,0.9,0.5879260333575055,0.011646429345529369,0.14017058283454065,0.002522896936470912
12,0.2,1.0,0.5257432922407542,0.011652166082970938,0.1422135532666672,0.0023974990404640926
12,0.2125,0.0,0.807831762146483,0.008744260361291365,0.0833333333333332,3.2727010418517247e-19
12,0.2125,0.1,0.8725525743292241,0.009125764407764683,0.11946035505354426,0.0017301679396747869
12,0.2125,0.2,0.8517041334300217,0.009069898003354861,0.11106554208349792,0.0018851587104863387
12,0.2125,0.3,0.8250543872371283,0.00900759009838717,0.11231470908551901,0.0022183409287615716
12,0.2125,0.4,0.8032994923857868,0.009346651564042052,0.10982109504817883,0.0023309054512592117
12,0.2125,0.5,0.7701232777374909,0.009972162146051301,0.11699832590138247,0.0023531156350677057
12,0.2125,0.6,0.7340464104423495,0.01063254235394506,0.12080735378620876,0.002658088605468687
12,0.2125,0.7,0.6792965917331399,0.010452311587080706,0.12880994800435744,0.002535178448666297
12,0.2125,0.8,0.6111312545322698,0.011072317427980123,0.14060296646837017,0.0024852522523586807
12,0.2125,0.9,0.5313633067440174,0.010948121701567509,0.14770085961604762,0.0024221763458422106
12,0.2125,1.0,0.4608411892675852,0.011476975982689758,0.14970252341399648,0.0022605224548391187
12,0.225,0.0,0.7699419869470631,0.01025968104785592,0.0833333333333332,3.2727010418517247e-19
12,0.225,0.1,0.8437273386511965,0.00917745014868074,0.12306241897345323,0.0019270366789218725
12,0.225,0.2,0.8120014503263234,0.008176608292225794,0.11806835609058805,0.0018880843830947928
12,0.225,0.3,0.7942349528643945,0.009387516773920728,0.1160240560616182,0.0024436643636512848
12,0.225,0.4,0.7679477882523568,0.010303128542511975,0.11816433225914508,0.002438843506691213
12,0.225,0.5,0.7342277012327774,0.010760802687022569,0.12429053686683653,0.0024439157880913297
12,0.225,0.6,0.6785714285714286,0.010021186252895956,0.1323292156618139,0.00229308194256745
12,0.225,0.7,0.6216461203770849,0.011003140549009043,0.13908908148580273,0.002573183707553047
12,0.225,0.8,0.543691080493111,0.011634508664297492,0.15157882908447684,0.002443810839102301
12,0.225,0.9,0.4804205946337926,0.011780085248485055,0.15392058945126974,0.0027340413687602064
12,0.225,1.0,0.3937635968092821,0.011499725918951438,0.15646864419478587,0.0021933691719515525
12,0.2375,0.0,0.7503625815808557,0.010207357715863424,0.0833333333333332,3.2727010418517247e-19
12,0.2375,0.1,0.829193109700816,0.00855443882714614,0.12394009966562733,0.001666430095835185
12,0.2375,0.2,0.7925657298277425,0.007750683669573116,0.12237234844542894,0.0018838771206753902
12,0.2375,0.3,0.7592021758839529,0.00940676051684011,0.12235512441218281,0.002015408494711991
12,0.2375,0.4,0.7394378966455123,0.01065891090682598,0.12467801302582505,0.002340785971399907
12,0.2375,0.5,0.6883046237533998,0.01120540393434283,0.13126375297916376,0.002603778090905913
12,0.2375,0.6,0.6324569356300997,0.011430340386870824,0.14001190986981912,0.0026085257789098745
12,0.2375,0.7,0.5630099728014506,0.011650343456005689,0.14850554128362795,0.0027726489000786643
12,0.2375,0.8,0.499728014505893,0.011792127304326433,0.15711976048895027,0.0026924211944928875
12,0.2375,0.9,0.4270172257479601,0.011715865326724804,0.15989639408437376,0.0026234777226925117
12,0.2375,1.0,0.3416137805983681,0.01020917901737198,0.1586454358284825,0.0021973694450092927
12,0.25,0.0,0.7327289211242067,0.009635619061392351,0.08333333333333319,3.2755371398933904e-19
12,0.25,0.1,0.7961922030825023,0.008971116871314824,0.12794175518245915,0.0016785137954087328
12,0.25,0.2,0.7526745240253853,0.010570982890944589,0.12623088277270983,0.0020875254341251293
12,0.25,0.3,0.7129646418857661,0.010287549493832739,0.13166672295508522,0.0022759205395521025
12,0.25,0.4,0.6837715321849501,0.011162793206081238,0.13285230823941338,0.0022902272039574587
12,0.25,0.5,0.6364460562103355,0.010302835325450862,0.1368052020018774,0.002307877400272337
12,0.25,0.6,0.5767905711695376,0.01124892544286417,0.1490803882894599,0.002625844567830686
12,0.25,0.7,0.5138712601994561,0.01178942082577182,0.15517403777654523,0.0026504904704605175
12,0.25,0.8,0.45058930190389845,0.011676272344845626,0.16014122109879747,0.002664436284258145
12,0.25,0.9,0.3639165911151405,0.011414940767050049,0.16463210937885242,0.0021554967870780492
12,0.25,1.0,0.3162284678150499,0.011030154080856133,0.1614928907708273,0.002083951684405606
12,0.2625,0.0,0.7038984587488667,0.010631514487407963,0.08333333333333319,3.2755371398933904e-19
12,0.2625,0.1,0.7776971894832275,0.010287663471900282,0.1281366946721742,0.0017119772173377677
12,0.2625,0.2,0.7062556663644606,0.010602280081006148,0.1299100033472787,0.0019369199722124272
12,0.2625,0.3,0.6750679963735268,0.011304192203080729,0.13702187091871665,0.0020648386046252347
12,0.2625,0.4,0.6404351767905712,0.011510482389381214,0.13982982648373174,0.0024891357898988702
12,0.2625,0.5,0.5894832275611968,0.011436420288157606,0.14492489943844705,0.002607460801081814
12,0.2625,0.6,0.5314596554850408,0.011758881053263255,0.1541655640350294,0.002840769211728687
12,0.2625,0.7,0.46745240253853126,0.01170140167616115,0.159407290560144,0.0024412073640474458
12,0.2625,0.8,0.3912964641885766,0.011632322093999812,0.16569235442128613,0.002228672726378875
12,0.2625,0.9,0.3155031731640979,0.011003382056694168,0.16810830666356225,0.002106405815658448
12,0.2625,1.0,0.2578422484134179,0.010622397719925734,0.16592331263360946,0.0022814660558702284
12,0.275,0.0,0.6817769718948323,0.010065286747629859,0.08333333333333319,3.2755371398933904e-19
12,0.275,0.1,0.7405258386219402,0.010025572354241976,0.1295951730219018,0.0014999387703136656
12,0.275,0.2,0.6843155031731641,0.010479730087517415,0.13333383348800418,0.0021918491690023014
12,0.275,0.3,0.6353581142339075,0.011294847762930835,0.1397532536819302,0.0021523745277135706
12,0.275,0.4,0.5981867633726201,0.010896256430067482,0.14221245622150874,0.0021943912395339803
12,0.275,0.5,0.5383499546690843,0.011770227321840685,0.15230494556205185,0.0024657856803271395
12,0.275,0.6,0.4770625566636446,0.011335358800627787,0.15873411942111187,0.0026613687089607177
12,0.275,0.7,0.4201269265639166,0.011698240256172682,0.16794876648026497,0.0026248189849874095
12,0.275,0.8,0.3557570262919311,0.011356172715906464,0.1689169934406093,0.0027721448546186027
12,0.275,0.9,0.28413417951042613,0.009268739844526667,0.1686050384012546,0.002208066480667572
12,0.275,1.0,0.22484134179510426,0.009257800230384973,0.16439905469319085,0.0021625611332587247
12,0.2875,0.0,0.6643699002719855,0.011277829176008268,0.08333333333333319,3.2755371398933904e-19
12,0.2875,0.1,0.700271985494107,0.010897402873899465,0.13088240190250017,0.0017084950595892831
12,0.2875,0.2,0.6520398912058023,0.011207404090758577,0.135647095943272,0.0019523578641563529
12,0.2875,0.3,0.5864007252946509,0.011687902616183743,0.14225542861907073,0.001981914192864366
12,0.2875,0.4,0.5652646845540247,0.011699745880063719,0.14624723057917433,0.0021930516592781435
12,0.2875,0.5,0.49619289340101524,0.010957747076848915,0.15608785461306784,0.0025779252930695057
12,0.2875,0.6,0.4334662799129804,0.011190709913841265,0.16339261123528034,0.0024052110339160293
12,0.2875,0.7,0.3743654822335025,0.01149291436918508,0.16907511011652657,0.002462941486029252
12,0.2875,0.8,0.30239303843364757,0.011125543444054996,0.1736834049091014,0.0023516406751202044
12,0.2875,0.9,0.24945612762871647,0.010446210550742635,0.17075223184029845,0.0022658638915141684
12,0.2875,1.0,0.1829224075416969,0.008692895969002466,0.16541853500352904,0.0019877703840617627
12,0.3,0.0,0.6466642494561277,0.01140622755580251,0.0833333333333332,3.2727010418517247e-19
12,0.3,0.1,0.6809282088469906,0.011233236586087197,0.13177255242587851,0.0016882534244842698
12,0.3,0.2,0.610949963741842,0.01156541555141648,0.13675999945338185,0.001785890229296138
12,0.3,0.3,0.5536620739666425,0.011717102173665771,0.14438284757367145,0.002233734386524832
12,0.3,0.4,0.5077955039883973,0.011657576991849406,0.15334255588288276,0.0023109495759813846
12,0.3,0.5,0.45594633792603334,0.011631751364162278,0.15930518965477677,0.0025328477463392556
12,0.3,0.6,0.39865844815083396,0.010792719320606594,0.16602555998184906,0.0023491470971397873
12,0.3,0.7,0.33103698332124726,0.010493182886536875,0.170939422156113,0.002344818940343427
12,0.3,0.8,0.2726613488034808,0.010660279501782891,0.17523883295119677,0.002204951443813192
12,0.3,0.9,0.2054024655547498,0.00773096786411413,0.17371706907800613,0.0022662877274316727
12,0.3,1.0,0.16044234952864395,0.0077692210915478515,0.16614634120026914,0.0019658310734950346
12,0.3125,0.0,0.6205583756345178,0.011514721651707775,0.0833333333333332,3.2727010418517247e-19
12,0.3125,0.1,0.666243654822335,0.011320513877192908,0.12760045954305158,0.0015418460116875413
12,0.3125,0.2,0.5873821609862219,0.011639926207504953,0.1380158450700022,0.0018956418833405227
12,0.3125,0.3,0.5204858593183467,0.011752175716648645,0.14768166560591955,0.0020600293915548364
12,0.3125,0.4,0.4749818709209572,0.011258704362146925,0.1542105413472031,0.002263821735284223
12,0.3125,0.5,0.40971718636693255,0.011641076172214396,0.16053905776735558,0.00247615767550459
12,0.3125,0.6,0.35841189267585205,0.011197599082216817,0.1679300318009739,0.002374663336469778
12,0.3125,0.7,0.2991298042059463,0.011165432608850823,0.17280870667959425,0.0026536338023584382
12,0.3125,0.8,0.22915155910079768,0.009209632667338477,0.17636654015949946,0.0021431898948980764
12,0.3125,0.9,0.18636693255982595,0.008696160453463225,0.1724452975363396,0.002219174973181025
12,0.3125,1.0,0.1414068165337201,0.007398834730092364,0.16686276985364715,0.0019112690248214216
12,0.325,0.0,0.59680928208847,0.01152634825284216,0.0833333333333332,3.2727010418517247e-19
12,0.325,0.1,0.6229151559100797,0.010715181987298603,0.13051524225922098,0.0015730760836111261
12,0.325,0.2,0.5380710659898477,0.01176773320969436,0.14087175550463577,0.0018444983281624995
12,0.325,0.3,0.4987309644670051,0.011790667354466532,0.1469579635139254,0.002131411621056685
12,0.325,0.4,0.43165337200870196,0.01089143522837956,0.15865539853798252,0.0022411647544487456
12,0.325,0.5,0.36965192168237854,0.011222681534277437,0.1678532840690248,0.002256208686029393
12,0.325,0.6,0.31055112400290064,0.011050107687799248,0.1734323362880277,0.0024110475172044996
12,0.325,0.7,0.25326323422770125,0.01073236157692306,0.1759349610897736,0.0019861469629523887
12,0.325,0.8,0.21646120377084843,0.00987972605671213,0.17582936334922425,0.0022695865740994694
12,0.325,0.9,0.14738941261783903,0.006818101434276455,0.17140696671720923,0.0020486614188342106
12,0.325,1.0,0.11584481508339377,0.007561570876924898,0.16587957956160246,0.0018956619766531087
12,0.3375,0.0,0.5777737490935461,0.011409044179056891,0.0833333333333332,3.2727010418517247e-19
12,0.3375,0.1,0.596627991298042,0.011343137973356508,0.1290755768819066,0.0015896311084199835
12,0.3375,0.2,0.5157722987672226,0.0116589563243211,0.1407335308551849,0.0016723679531373279
12,0.3375,0.3,0.45077062556663644,0.011662144142116124,0.15140840273273082,0.0019693563278307463
12,0.3375,0.4,0.39492293744333634,0.011403992143419804,0.15729095927128786,0.002168079983004635
12,0.3375,0.5,0.3474161378059837,0.010974564663436442,0.1645631106639492,0.002296476124643121
